scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,2,0,0,0,scenes_group2.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JB_1.png,Malbow,This is a scene from a jungle named,space,0.10271174996159971,None,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,9.819122292043176,,,,,,,,,,,,,,,,,,9.805521917005535,9.819122292043176,9.819122292043176,9.819122292043176,9.819122292043176,10.741800500021782,10.852646250044927,space,0.10271174996159971,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,2,1,1,0,scenes_group2.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JB_2.png,Malbow,This is a scene from a jungle named,space,0.01065370801370591,None,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,10.907248041999992,,,,,,,,,,,,,,,,,,10.899229208996985,10.907248041999992,10.907248041999992,10.907248041999992,10.907248041999992,11.84977529203752,11.868634000013117,space,0.01065370801370591,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,2,2,2,0,scenes_group2.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JB_3.png,Malbow,This is a scene from a jungle named,space,0.6704755829996429,None,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,11.925276125024538,,,,,,,,,,,,,,,,,,11.917088375019375,11.925276125024538,11.925276125024538,11.925276125024538,11.925276125024538,12.868009167024866,13.54363829200156,space,0.6704755829996429,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,,1,1,0,scenes_group2.xlsx,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,1,0,0,0,scenes_group1.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JA_1.png,Tulon,This scene is a scene from a jungle named,space,0.37716491596074775,None,,,,,,,,,,,,,,0,2,2,0,0,0,0,0,,,,,,,,,13.606241459026933,,,,,,,,,,,,,,,,,,13.598117459041532,13.606241459026933,13.606241459026933,13.606241459026933,13.606241459026933,14.533251417044085,14.918120334041305,space,0.37716491596074775,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,1,1,1,0,scenes_group1.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JA_2.png,Tulon,This scene is a scene from a jungle named,space,0.025308832991868258,None,,,,,,,,,,,,,,0,2,2,0,0,1,1,1,,,,,,,,,15.00770175002981,,,,,,,,,,,,,,,,,,14.992436667031143,15.00770175002981,15.00770175002981,15.00770175002981,15.00770175002981,15.906130124989431,15.935722208989318,space,0.025308832991868258,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,1,2,2,0,scenes_group1.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_JA_3.png,Tulon,This scene is a scene from a jungle named,space,0.04062933300156146,None,,,,,,,,,,,,,,0,2,2,0,0,2,2,2,,,,,,,,,16.000652167014778,,,,,,,,,,,,,,,,,,15.989897834020667,16.000652167014778,16.000652167014778,16.000652167014778,16.000652167014778,16.93465966702206,16.984780959028285,space,0.04062933300156146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,,2,2,0,scenes_group1.xlsx,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,3,0,0,0,scenes_group3.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UA_1.png,Negvi,This is a scene from a sea named,space,0.0397902499535121,None,,,,,,,,,,,,,,0,3,3,2,0,0,0,0,,,,,,,,,17.06244820903521,,,,,,,,,,,,,,,,,,17.053746042016428,17.06244820903521,17.06244820903521,17.06244820903521,17.06244820903521,17.98467720899498,18.026804750028532,space,0.0397902499535121,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,3,1,1,0,scenes_group3.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UA_2.png,Negvi,This is a scene from a sea named,space,0.5457982500083745,None,,,,,,,,,,,,,,0,3,3,2,0,1,1,1,,,,,,,,,18.08022358402377,,,,,,,,,,,,,,,,,,18.0718077920028,18.08022358402377,18.08022358402377,18.08022358402377,18.08022358402377,19.023525334021542,19.575979417015333,space,0.5457982500083745,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,3,2,2,0,scenes_group3.xlsx,TESTstimuli/TESTscenes/p1_scenes/p1_UA_3.png,Negvi,This is a scene from a sea named,space,0.05560145800700411,None,,,,,,,,,,,,,,0,3,3,2,0,2,2,2,,,,,,,,,19.62739308399614,,,,,,,,,,,,,,,,,,19.619421625044197,19.62739308399614,19.62739308399614,19.62739308399614,19.62739308399614,20.574677625030745,20.63577970903134,space,0.05560145800700411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,,3,3,0,scenes_group3.xlsx,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.638717958994675,20.652376500016544,20.652376500016544,21.792893375037238,space,1.1389540829695761,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,,0,0,0,,,,,,,,UA,TESTstimuli/TESTscenes/UA_1.jpg,TESTstimuli/TESTscenes/UA_2.jpg,TESTstimuli/TESTscenes/UA_3.jpg,Negvi,space,3.1398645419976674,None,,,,,,,,,,,,,,0,0,0,2,,,,,21.97538604203146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.96531204204075,21.97538604203146,21.97538604203146,21.97538604203146,21.97538604203146,21.97538604203146,25.11892000003718,space,3.1398645419976674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,,1,1,0,,,,,,,,JB,TESTstimuli/TESTscenes/JB_1.jpg,TESTstimuli/TESTscenes/JB_2.jpg,TESTstimuli/TESTscenes/JB_3.jpg,Malbow,space,1.6375492500374094,None,,,,,,,,,,,,,,0,1,1,1,,,,,25.246562500018626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.237319292034954,25.246562500018626,25.246562500018626,25.246562500018626,25.246562500018626,25.246562500018626,26.88655487500364,space,1.6375492500374094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,,2,2,0,,,,,,,,JA,TESTstimuli/TESTscenes/JA_1.jpg,TESTstimuli/TESTscenes/JA_2.jpg,TESTstimuli/TESTscenes/JA_3.jpg,Tulon,space,1.2568326250184327,None,,,,,,,,,,,,,,0,2,2,0,,,,,27.176298667036463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.165975750016514,27.176298667036463,27.176298667036463,27.176298667036463,27.176298667036463,27.176298667036463,28.435374416993,space,1.2568326250184327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,,3,3,0,,,,,,,,UB,TESTstimuli/TESTscenes/UB_1.jpg,TESTstimuli/TESTscenes/UB_2.jpg,TESTstimuli/TESTscenes/UB_3.jpg,Somar,space,1.5915144580067135,None,,,,,,,,,,,,,,0,3,3,3,,,,,28.553648583998438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.546040749992244,28.553648583998438,28.553648583998438,28.553648583998438,28.553648583998438,28.553648583998438,30.1534405000275,space,1.5915144580067135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1536963339895,30.16666945902398,30.16666945902398,32.2364168339991,space,2.061757874034811,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.47016166703543,32.48362495901529,32.48362495901529,32.48362495901529,32.48362495901529,32.48362495901529,32.48362495901529,32.48362495901529,32.48362495901529,32.48362495901529,40.05436129204463,space,7.564765083021484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.05472716700751,40.06918254203629,40.06918254203629,41.33590562501922,space,1.2628935420070775,None,,,,,,,,,,,,,,,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.58013474999461,41.58925541699864,41.58925541699864,41.58925541699864,41.58925541699864,41.58925541699864,41.58925541699864,41.58925541699864,41.58925541699864,41.58925541699864,44.03583779203473,space,2.442690333002247,None,,,,,,,,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.03598254203098,44.04987429198809,44.04987429198809,45.45319358399138,space,1.3961279580253176,None,5,001,2026-03-10_15h09.27.548,TEST_training_task,,2025.2.4,None,2026-03-10 15h09.28.788872 +0100,
,,,4,0,0,0,,TESTstimuli/TESTscenes/UB_2.jpg,,,,,,,,,,,,,,Somar,,,,,,,,,,,,,,,,,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
