scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,2,0,0,0,scenes_group2.xlsx,stimuli/TESTscenes/p1_scenes/p1_JB_1.png,Malbow,This is a scene from a jungle named,space,1.5087341669714078,None,,,,,0,1,1,1,0,0,0,0,18.63524408300873,,,,,,,,,,,,,,,,,,18.627747375052422,18.63524408300873,18.63524408300873,18.63524408300873,18.63524408300873,19.510944708017632,21.02892283303663,space,1.5087341669714078,None,,,,510,001,2026-03-30_15h25.18.702,TEST_training_task,,2025.2.4,None,2026-03-30 15h25.19.646332 +0200,
,,,2,1,1,0,scenes_group2.xlsx,stimuli/TESTscenes/p1_scenes/p1_JB_2.png,Malbow,This is a scene from a jungle named,space,0.2909115420188755,None,,,,,0,1,1,1,0,1,1,1,21.089861375046894,,,,,,,,,,,,,,,,,,21.080941832973622,21.089861375046894,21.089861375046894,21.089861375046894,21.089861375046894,22.02876216697041,22.321074125007726,space,0.2909115420188755,None,,,,510,001,2026-03-30_15h25.18.702,TEST_training_task,,2025.2.4,None,2026-03-30 15h25.19.646332 +0200,
,,,2,2,2,0,scenes_group2.xlsx,stimuli/TESTscenes/p1_scenes/p1_JB_3.png,Malbow,This is a scene from a jungle named,space,0.5901300410041586,None,,,,,0,1,1,1,0,2,2,2,22.377733708010055,,,,,,,,,,,,,,,,,,22.370123874978162,22.377733708010055,22.377733708010055,22.377733708010055,22.377733708010055,23.31751449999865,23.91181979200337,space,0.5901300410041586,None,,,,510,001,2026-03-30_15h25.18.702,TEST_training_task,,2025.2.4,None,2026-03-30 15h25.19.646332 +0200,
,,,,1,1,0,scenes_group2.xlsx,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_15h25.18.702,TEST_training_task,,2025.2.4,None,2026-03-30 15h25.19.646332 +0200,
,,,3,0,0,0,scenes_group3.xlsx,stimuli/TESTscenes/p1_scenes/p1_UA_1.png,Negvi,This is a scene from a sea named,space,4.832828415906988,None,,,,,0,2,2,2,0,0,0,0,24.019043167005293,,,,,,,,,,,,,,,,,,24.012062583002262,24.019043167005293,24.019043167005293,24.019043167005293,24.019043167005293,24.902601832989603,29.745808916981332,space,4.832828415906988,None,,,,510,001,2026-03-30_15h25.18.702,TEST_training_task,,2025.2.4,None,2026-03-30 15h25.19.646332 +0200,
,,,3,1,1,0,scenes_group3.xlsx,stimuli/TESTscenes/p1_scenes/p1_UA_2.png,Negvi,This is a scene from a sea named,space,0.3120417499449104,None,,,,,0,2,2,2,0,1,1,1,29.80493895802647,,,,,,,,,,,,,,,,,,29.796802958007902,29.80493895802647,29.80493895802647,29.80493895802647,29.80493895802647,30.74511458305642,31.063241917057894,space,0.3120417499449104,None,,,,510,001,2026-03-30_15h25.18.702,TEST_training_task,,2025.2.4,None,2026-03-30 15h25.19.646332 +0200,
,,,3,2,2,0,scenes_group3.xlsx,stimuli/TESTscenes/p1_scenes/p1_UA_3.png,Negvi,This is a scene from a sea named,space,0.26866058295127004,None,,,,,0,2,2,2,0,2,2,2,31.11325720802415,,,,,,,,,,,,,,,,,,31.105256999959238,31.11325720802415,31.11325720802415,31.11325720802415,31.11325720802415,32.0604080830235,32.33586670795921,space,0.26866058295127004,None,,,,510,001,2026-03-30_15h25.18.702,TEST_training_task,,2025.2.4,None,2026-03-30 15h25.19.646332 +0200,
,,,,2,2,0,scenes_group3.xlsx,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_15h25.18.702,TEST_training_task,,2025.2.4,None,2026-03-30 15h25.19.646332 +0200,
,,,4,0,0,0,scenes_group4.xlsx,stimuli/TESTscenes/p1_scenes/p1_UB_1.png,Somar,This is a scene from a sea named,space,6.545033457921818,None,,,,,0,3,3,3,0,0,0,0,32.44225941703189,,,,,,,,,,,,,,,,,,32.43546824995428,32.44225941703189,32.44225941703189,32.44225941703189,32.44225941703189,33.33621229196433,39.886757917003706,space,6.545033457921818,None,,,,510,001,2026-03-30_15h25.18.702,TEST_training_task,,2025.2.4,None,2026-03-30 15h25.19.646332 +0200,
,,,4,1,1,0,scenes_group4.xlsx,stimuli/TESTscenes/p1_scenes/p1_UB_2.png,Somar,This is a scene from a sea named,space,2.787880333024077,None,,,,,0,3,3,3,0,1,1,1,39.94160508306231,,,,,,,,,,,,,,,,,,39.933698417036794,39.94160508306231,39.94160508306231,39.94160508306231,39.94160508306231,40.87687591696158,43.67069875006564,space,2.787880333024077,None,,,,510,001,2026-03-30_15h25.18.702,TEST_training_task,,2025.2.4,None,2026-03-30 15h25.19.646332 +0200,
,,,4,2,2,0,scenes_group4.xlsx,stimuli/TESTscenes/p1_scenes/p1_UB_3.png,Somar,This is a scene from a sea named,space,0.3688762499950826,None,,,,,0,3,3,3,0,2,2,2,43.72142504202202,,,,,,,,,,,,,,,,,,43.71304045803845,43.72142504202202,43.72142504202202,43.72142504202202,43.72142504202202,44.66893283301033,45.04693800001405,space,0.3688762499950826,None,,,,510,001,2026-03-30_15h25.18.702,TEST_training_task,,2025.2.4,None,2026-03-30 15h25.19.646332 +0200,
,,,,3,3,0,scenes_group4.xlsx,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-30_15h25.18.702,TEST_training_task,,2025.2.4,None,2026-03-30 15h25.19.646332 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.05026304197963,45.062097499961965,45.062097499961965,,,,,,,,,
