scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,key_part2.keys,key_part2.corr,key_part2.rt,key_part2.duration,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,p3_scene_loop.thisRepN,p3_scene_loop.thisTrialN,p3_scene_loop.thisN,p3_scene_loop.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,p2.started,scene_part2.started,p2.stopped,part2_question.started,text_part2_question.started,key_part2.started,part2_question.stopped,part2_loop.key_part2.keys,part2_loop.key_part2.corr,part2_loop.key_part2.rt,part2_loop.key_part2.duration,part2_feedback.started,text_part2_feedback.started,text_part2_feedback.stopped,part2_feedback.stopped,part3_instructions_2.started,text_part3_instructions_2.started,key_part3_instructions_2.started,part3_instructions_2.stopped,key_part3_instructions_2.keys,key_part3_instructions_2.rt,key_part3_instructions_2.duration,p3_reset_vis_vars.started,p3_reset_vis_vars.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,1,0,0,0,,TESTstimuli/TESTscenes/JA_2.jpg,,,,,,,,,,,,,,Tulon,1,1,4.130552583024837,None,,,,,,,,,,,,,,,,,0,0,0,1,,,,,78.05207779200282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.04165737499716,78.05207779200282,78.62775612500263,78.63526445900789,78.64384616696043,78.64384616696043,82.77926920895698,1,1,4.130552583024837,None,82.78364958398743,82.79504470899701,83.81909224996343,83.77795141696697,,,,,,,,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,3,1,1,0,,TESTstimuli/TESTscenes/UA_2.jpg,,,,,,,,,,,,,,Negvi,3,1,1.5283335000276566,None,,,,,,,,,,,,,,,,,0,1,1,7,,,,,83.81909224996343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.81430012499914,83.81909224996343,84.78949566697702,84.78959075000603,84.7945880839834,84.7945880839834,86.32908666698495,3,1,1.5283335000276566,None,86.32922174996929,86.33827908395324,87.37101187498774,87.32298766699387,,,,,,,,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,3,2,2,0,,TESTstimuli/TESTscenes/UA_1.jpg,,,,,,,,,,,,,,Negvi,3,1,0.4798509170068428,None,,,,,,,,,,,,,,,,,0,2,2,6,,,,,87.37101187498774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.36620987497736,87.37101187498774,88.33952291699825,88.33961358398665,88.34502733399859,88.34502733399859,88.82975049997913,3,1,0.4798509170068428,None,88.82991824997589,88.84393241698854,89.87208462500712,89.82801958400523,,,,,,,,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,3,3,3,0,,TESTstimuli/TESTscenes/UA_3.jpg,,,,,,,,,,,,,,Negvi,3,1,0.47606591699877754,None,,,,,,,,,,,,,,,,,0,3,3,8,,,,,89.87208462500712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8671760839643,89.87208462500712,90.83937899995362,90.83946383401053,90.84377466700971,90.84377466700971,91.32404949999182,3,1,0.47606591699877754,None,91.32419574999949,91.32889116700971,92.36402762500802,92.3225454170024,,,,,,,,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,2,4,4,0,,TESTstimuli/TESTscenes/JB_3.jpg,,,,,,,,,,,,,,Malbow,2,1,0.28746783395763487,None,,,,,,,,,,,,,,,,,0,4,4,5,,,,,92.36402762500802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.35916808398906,92.36402762500802,93.32795037497999,93.32800062495517,93.33926049998263,93.33926049998263,93.62824774999171,2,1,0.28746783395763487,None,93.62838091695448,93.63927670900011,94.67612520896364,94.62285908398917,,,,,,,,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,2,5,5,0,,TESTstimuli/TESTscenes/JB_2.jpg,,,,,,,,,,,,,,Malbow,2,1,0.40863437502412125,None,,,,,,,,,,,,,,,,,0,5,5,4,,,,,94.67612520896364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.67133770900546,94.67612520896364,95.63947483396623,95.63957699999446,95.64404866698897,95.64404866698897,96.05717937496956,2,1,0.40863437502412125,None,96.05733216699446,96.06190208398039,97.15080016700085,97.04568716697395,,,,,,,,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,1,6,6,0,,TESTstimuli/TESTscenes/JA_3.jpg,,,,,,,,,,,,,,Tulon,1,1,0.4159675420378335,None,,,,,,,,,,,,,,,,,0,6,6,2,,,,,97.15080016700085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1459694589721,97.15080016700085,98.06187266699271,98.06197112496011,98.07262649998302,98.07262649998302,98.49074645899236,1,1,0.4159675420378335,None,98.49096749996534,98.49631012498867,99.59150649997173,99.48968595900806,,,,,,,,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,1,7,7,0,,TESTstimuli/TESTscenes/JA_1.jpg,,,,,,,,,,,,,,Tulon,3,0,1.301419666968286,None,,,,,,,,,,,,,,,,,0,7,7,0,,,,,99.59150649997173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58667437499389,99.59150649997173,100.49397383397445,100.4940646669711,100.50610987498658,100.50610987498658,101.81156750000082,3,0,1.301419666968286,None,101.81543362495722,101.8392932919669,,102.82292054197751,,,,,,,,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,2,8,8,0,,TESTstimuli/TESTscenes/JB_1.jpg,,,,,,,,,,,,,,Malbow,2,1,0.49633262504357845,None,,,,,,,,,,,,,,,,,0,8,8,3,,,,,102.86615291697672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.86131574999308,102.86615291697672,103.82277391699608,103.82287066697609,103.82719949999591,103.82719949999591,104.32788816699758,2,1,0.49633262504357845,None,104.33048708399292,104.33827254199423,105.38041245896602,105.32295162498485,,,,,,,,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,4,9,9,0,,TESTstimuli/TESTscenes/UB_3.jpg,,,,,,,,,,,,,,Somar,4,1,0.3431393330101855,None,,,,,,,,,,,,,,,,,0,9,9,11,,,,,105.38041245896602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.37515808397438,105.38041245896602,106.32842445897404,106.3285252499627,106.33923974999925,106.33923974999925,106.69062974996632,4,1,0.3431393330101855,None,106.69079454196617,106.70119270897703,107.73310804198263,107.68958758399822,,,,,,,,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,4,10,10,0,,TESTstimuli/TESTscenes/UB_2.jpg,,,,,,,,,,,,,,Somar,4,1,0.35952979198191315,None,,,,,,,,,,,,,,,,,0,10,10,10,,,,,107.73310804198263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.72832887497498,107.73310804198263,108.6943040000042,108.69437866698718,108.70585437497357,108.70585437497357,109.0740552089992,4,1,0.35952979198191315,None,109.0742126670084,109.08526187500684,110.13026904198341,110.07280062499922,,,,,,,,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,4,11,11,0,,TESTstimuli/TESTscenes/UB_1.jpg,,,,,,,,,,,,,,Somar,4,1,0.3271439999807626,None,,,,,,,,,,,,,,,,,0,11,11,9,,,,,110.13026904198341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.12530999997398,110.13026904198341,111.07753862498794,111.07761616696371,111.0892212089966,111.0892212089966,111.42362145899097,4,1,0.3271439999807626,None,111.42373124998994,111.42755620897515,112.50806554197334,112.41110399999889,,,,,,,,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,1,12,0,1,,TESTstimuli/TESTscenes/JA_3.jpg,,,,,,,,,,,,,,Tulon,1,1,0.5180413330090232,None,,,,,,,,,,,,,,,,,1,0,12,2,,,,,112.50806554197334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.50312791700708,112.50806554197334,113.42784220899921,113.42791504197521,113.43920312495902,113.43920312495902,113.96198883396573,1,1,0.5180413330090232,None,113.96430166700156,113.97183433396276,114.96308758400846,114.95613662496908,,,,,,,,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.95632137497887,114.96308758400846,114.96308758400846,116.97874824999599,space,2.009948000020813,None,,,315,001,2026-03-12_10h22.23.663,TEST_training_task,,2025.2.4,None,2026-03-12 10h22.24.909179 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.97930537495995,116.97937833395554,,,,,,,,,
